"key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","individualCount","occurrenceStatus","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","lastInterpreted","references","license","isSequenced","identifier","facts","relations","isInCluster","datasetID","datasetName","samplingProtocol","nucleotideSequence","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier.1","informationWithheld","nomenclaturalCode","http...unknown.org.crawl_attempt","http...unknown.org.status","municipality","identificationVerificationStatus","language","collectionCode","gbifID","occurrenceID","type","taxonID","vernacularName","institutionCode","accessRights","name","recordedBy","catalogNumber","http...unknown.org.declaredCount","locality","dateIdentified","gadm","modified","identifiedBy","http...unknown.org.nick","verbatimEventDate","verbatimLocality","http...unknown.org.captive_cultivated","eventTime","identificationID","dynamicProperties","sex","http...unknown.org.griddedDataset","organismQuantity","eventID","county","nomenclaturalStatus","verbatimSRS","parentNameUsageID","http...unknown.org.omitFromScheduledCrawl","locationID","acceptedNameUsageID","ownerInstitutionCode","higherClassification","bibliographicCitation","dataGeneralizations","footprintWKT","eventRemarks","verbatimIdentification","footprintSRS","taxonConceptID","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","projectId","vitality","distanceFromCentroidInMeters","habitat","behavior","identificationRemarks"
"6179316327","Ceratitis capitata (Wiedemann, 1824)",34.063815,-118.359128,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:43:40.427+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT",NA,1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",51,"NORTH_AMERICA","California",2026,2,15,"2026-02-15T13:09:33",46,46,"2026-06-06T03:43:40.427+00:00","https://www.inaturalist.org/observations/338775234","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"338775234","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA","syrupsss","338775234",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6179316327","https://www.inaturalist.org/observations/338775234",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","syrupsss","338775234",NA,NA,"2026-02-15T21:10:46",NA,"2026-03-15T04:49:22.000+00:00","syrupsss","syrupsss","2026-02-15 13:09:33","S Ogden Dr, Los Angeles, CA, US","wild","13:09:33-08:00","762536237",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6235712118","Ceratitis capitata (Wiedemann, 1824)",38.78404,-9.165873,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:44:20.156+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT","Adult",1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",NA,"EUROPE","Lisboa",2026,2,3,"2026-02-03T17:03:18Z",34,34,"2026-06-06T03:44:20.156+00:00","https://www.inaturalist.org/observations/340281623","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"340281623","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","PT","none","none","EUROPE","Portugal","NORTH_AMERICA","Vasco Valadares","340281623",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6235712118","https://www.inaturalist.org/observations/340281623",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","Vasco Valadares","340281623",NA,NA,"2026-02-26T09:25:22",NA,"2026-04-20T10:44:21.000+00:00","Vasco Valadares","vvaladares","2026-02-03 17:03:18","Qta. Lavadeiras, 1750 Lisboa, Portugal","wild","17:03:18+00:00","767120783","{""evidenceOfPresence"":""organism""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6320469364","Ceratitis capitata (Wiedemann, 1824)",34.079739,-118.198813,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:36:11.173+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT",NA,1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",4,"NORTH_AMERICA","California",2026,2,7,"2026-02-07T11:05:09",38,38,"2026-06-06T03:36:11.173+00:00","https://www.inaturalist.org/observations/337781589","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"337781589","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA","heavyrecognition","337781589",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6320469364","https://www.inaturalist.org/observations/337781589",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","heavyrecognition","337781589",NA,NA,"2026-02-09T07:43:49",NA,"2026-05-15T15:16:28.000+00:00","heavyrecognition","heavyrecognition","2026-02-07 11:05:09","Paradise Dr, Los Angeles, CA, US","wild","11:05:09-08:00","759847681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrible photo but the only one I got. It had an ice blue area around its head, and what almost looked like a skull and crossbones on its thorax.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6176990524","Ceratitis capitata (Wiedemann, 1824)",50.96916,5.36691,"osiic","9a0b66df-7535-4f28-9f4e-5bc11b8b096c","4d3ceea8-5699-439d-a899-decac9cbbdac","b153643d-735a-440f-a0e9-428b4f9d1cd2","9f25fd85-85dc-4dcd-a1b4-b31165442e2b","1cd669d0-80ea-11de-a9d0-f1765f95f18b","BE","EML","2026-06-10T12:04:08.876+00:00","2026-06-10T12:11:24.223+00:00",495,"HUMAN_OBSERVATION",1,"PRESENT","Adult",1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",18,"EUROPE","Limburg",2026,3,7,"2026-03-07",66,66,"2026-06-10T12:11:24.223+00:00","https://waarnemingen.be/observation/387764615","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"Natuurpunt:Waarnemingen:387764615","none","none",FALSE,"https://doi.org/10.15468/k2aiak","Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium","casual observation","none","WGS84","Insecta","BE","none","none","EUROPE","Belgium","EUROPE","Natuurpunt Studie","Natuurpunt:Waarnemingen:387764615","see metadata","ICZN","495","not_reviewed","Hasselt","approved on photographic evidence","en","waarnemingen.be","6176990524","Natuurpunt:Waarnemingen:387764615","Event","https://waarnemingen.be/species/27248","Middellandse Zeeboorvlieg","Natuurpunt","http://www.natuurpunt.be/normen-voor-datagebruik","Ceratitis capitata (Wiedemann, 1824)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6178381157","Ceratitis capitata (Wiedemann, 1824)",-33.950103,25.507415,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","LU","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:51:37.481+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT",NA,1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",212,"AFRICA","Eastern Cape",2026,3,13,"2026-03-13T15:54:30",72,72,"2026-06-06T03:51:37.481+00:00","https://www.inaturalist.org/observations/342789063","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"342789063","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","ZA","none","none","AFRICA","South Africa","EUROPE","Marike","342789063",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6178381157","https://www.inaturalist.org/observations/342789063",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","Marike","342789063",NA,NA,"2026-03-13T20:12:19",NA,"2026-03-14T15:27:03.000+00:00","Marike","marikedejongh","2026-03-13 15:54:30","Brymore, Gqeberha, South Africa","wild","15:54:30+02:00","773530827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6178463699","Ceratitis capitata (Wiedemann, 1824)",33.990538,-118.378787,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:59:14.392+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT",NA,1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",22,"NORTH_AMERICA","California",2026,3,12,"2026-03-12T09:31:53",71,71,"2026-06-06T03:59:14.392+00:00","https://www.inaturalist.org/observations/342690979","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"342690979","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA","Del","342690979",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6178463699","https://www.inaturalist.org/observations/342690979",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","Del","342690979",NA,NA,"2026-03-13T05:09:16",NA,"2026-03-13T16:24:35.000+00:00","Del","deltoad","2026-03-12 09:31:53","W Slauson Ave, Los Angeles, CA, US","wild","09:31:53-07:00","773261401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6178557015","Ceratitis capitata (Wiedemann, 1824)",33.904075,-118.394037,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:35:20.086+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT","Adult",1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",39,"NORTH_AMERICA","California",2026,3,8,"2026-03-08T14:53:54",67,67,"2026-06-06T03:35:20.086+00:00","https://www.inaturalist.org/observations/341964730","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"341964730","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA","Megan F","341964730",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6178557015","https://www.inaturalist.org/observations/341964730",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","Megan F","341964730",NA,NA,"2026-03-13T02:25:19",NA,"2026-03-15T04:41:51.000+00:00","Asher Graves","megan25489","2026-03-08 14:53:54","Park Pl. / Plaza El Segundo, El Segundo, CA 90245, USA","wild","14:53:54-07:00","773223887","{""evidenceOfPresence"":""organism""}","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"alive",NA,NA,NA,NA
"6178592758","Ceratitis capitata (Wiedemann, 1824)",-33.932247,18.430595,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:43:58.593+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT",NA,1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",NA,"AFRICA","Western Cape",2026,3,12,"2026-03-12T12:06:06",71,71,"2026-06-06T03:43:58.593+00:00","https://www.inaturalist.org/observations/342559475","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"342559475","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","ZA","none","none","AFRICA","South Africa","NORTH_AMERICA","jamie_leigh","342559475",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6178592758","https://www.inaturalist.org/observations/342559475",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","jamie_leigh","342559475",NA,NA,"2026-03-12T10:11:56",NA,"2026-03-16T21:20:38.000+00:00","jamie_leigh","jamie_leigh","2026-03-12 12:06:06","Cput, District Six, Cape Town, 7925, South Africa","wild","12:06:06+02:00","772927234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6178771450","Ceratitis capitata (Wiedemann, 1824)",39.536614,-0.37319,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:59:21.660+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT",NA,1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",15,"EUROPE","Comunidad Valenciana",2026,3,14,"2026-03-14T17:57:58",73,73,"2026-06-06T03:59:21.660+00:00","https://www.inaturalist.org/observations/342953217","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"342953217","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","ES","none","none","EUROPE","Spain","NORTH_AMERICA","jereje","342953217",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6178771450","https://www.inaturalist.org/observations/342953217",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","jereje","342953217",NA,NA,"2026-03-14T18:24:22",NA,"2026-03-15T06:02:44.000+00:00","jereje","jereje","2026-03-14 17:57:58","Vinalesa, 46114, Valencia, España","wild","17:57:58+01:00","773944583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6178835976","Ceratitis capitata (Wiedemann, 1824)",37.273178,-121.898567,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:45:02.526+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT","Adult",1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",2,"NORTH_AMERICA","California",2026,3,1,"2026-03-01T14:01:04",60,60,"2026-06-06T03:45:02.526+00:00","https://www.inaturalist.org/observations/340846574","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"340846574","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA","fexcad","340846574",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6178835976","https://www.inaturalist.org/observations/340846574",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","fexcad","340846574",NA,NA,"2026-03-01T22:02:53",NA,"2026-03-15T04:44:49.000+00:00","fexcad","fexcad","2026-03-01 14:01:04","Altamont Ave, San Jose, CA, US","wild","14:01:04-08:00","768591636","{""evidenceOfPresence"":""organism""}","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"alive",NA,NA,NA,NA
"6178922500","Ceratitis capitata (Wiedemann, 1824)",-25.3411,-57.5329,"cdc","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:45:09.617+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT",NA,1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",NA,"SOUTH_AMERICA","Central",2026,3,2,"2026-03-02T13:54:37",61,61,"2026-06-06T03:45:09.617+00:00","https://www.inaturalist.org/observations/341002461","http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,"341002461","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","PY","none","none","LATIN_AMERICA","Paraguay","NORTH_AMERICA","Vincent Mia Edie Verheyen","341002461",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6178922500","https://www.inaturalist.org/observations/341002461",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","Vincent Mia Edie Verheyen","341002461",NA,NA,"2026-03-02T21:25:18",NA,"2026-04-28T20:06:39.000+00:00","Vincent Mia Edie Verheyen","vincent_mia_edie_verheyen","2026-03-02 13:54:37","Dr. Emilio Cubas, Asunción, Central Department, PY","wild","13:54:37-03:00","768988480",NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.inaturalist.org/projects/paraguay-biodiversity",NA,NA,NA,NA,NA
"6179144409","Ceratitis capitata (Wiedemann, 1824)",37.427647,-121.893067,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:59:58.787+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT","Adult",1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",4,"NORTH_AMERICA","California",2026,3,11,"2026-03-11T12:39:02",70,70,"2026-06-06T03:59:58.787+00:00","https://www.inaturalist.org/observations/342467971","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"342467971","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA","craprock","342467971",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6179144409","https://www.inaturalist.org/observations/342467971",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","craprock","342467971",NA,NA,"2026-03-11T19:39:57",NA,"2026-03-15T04:40:41.000+00:00","craprock","craprock","2026-03-11 12:39:02","S Hillview Dr, Milpitas, CA, US","wild","12:39:02-07:00","772709118","{""evidenceOfPresence"":""organism""}","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"alive",NA,NA,NA,NA
"6183266256","Ceratitis capitata (Wiedemann, 1824)",39.0769,-3.611603,"","8a863029-f435-446a-821e-275f4f641165","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f",NA,"a0e05292-3d09-4eae-9f83-02ae3516283c","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","NL","DWC_ARCHIVE","2026-06-02T14:18:29.880+00:00","2026-06-02T18:36:59.783+00:00",205,"HUMAN_OBSERVATION",1,"PRESENT","Imago",1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",NA,"EUROPE","Ciudad Real",2026,3,3,"2026-03-03",62,62,"2026-06-02T18:36:59.783+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"388012020","none","none",FALSE,NA,NA,"unknown","none","WGS84","Insecta","ES","none","none","EUROPE","Spain","EUROPE","Stichting Observation International","388012020",NA,NA,"205","not_reviewed",NA,"Approved | Expert | Evidence",NA,NA,"6183266256","https://observation.org/observation/388012020",NA,NA,"Mediterranean Fruit Fly",NA,NA,"Ceratitis capitata (Wiedemann, 1824)","User 878063",NA,NA,"Daimiel",NA,NA,"2026-03-13T14:33:00.000+00:00",NA,NA,NA,NA,NA,"14:23",NA,NA,NA,"{""percentNN"":0.9424,""countNN"":3010,""distanceNN"":0.05}",NA,NA,NA,NA,NA,NA,"true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA
"6184724922","Ceratitis capitata (Wiedemann, 1824)",37.222559,-121.976132,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,"997448a8-f762-11e1-a439-00145eb45e9a","28eb1a3f-1c15-4a95-931a-4af90ecb574d","US","DWC_ARCHIVE","2026-06-05T18:15:48.952+00:00","2026-06-06T03:43:42.276+00:00",595,"HUMAN_OBSERVATION",NA,"PRESENT",NA,1626096,1,54,216,811,3520,8776023,1626096,1626096,"Ceratitis capitata (Wiedemann, 1824)","Animalia","Arthropoda","Diptera","Tephritidae","Ceratitis","Ceratitis capitata","Ceratitis","capitata","SPECIES","ACCEPTED",6,"NORTH_AMERICA","California",2026,3,20,"2026-03-20T14:37:06",79,79,"2026-06-06T03:43:42.276+00:00","https://www.inaturalist.org/observations/344057412","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,"344057412","none","none",FALSE,NA,"iNaturalist research-grade observations",NA,"none","WGS84","Insecta","US","none","none","NORTH_AMERICA","United States of America","NORTH_AMERICA","pandion","344057412",NA,NA,"595","not_reviewed",NA,NA,NA,"Observations","6184724922","https://www.inaturalist.org/observations/344057412",NA,"199404",NA,"iNaturalist",NA,"Ceratitis capitata (Wiedemann, 1824)","pandion","344057412",NA,NA,"2026-03-20T21:37:24",NA,"2026-03-24T10:58:10.000+00:00","pandion","pandion_haliaetus","2026-03-20 14:37:06-07:00","Los Gatos High School, Los Gatos, CA, US","wild","14:37:06-07:00","776608311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
